rank,artist_names,track_name,release_date,streams,week,danceability,energy,valence,country,region,language,streams_millions,year,month,day_of_week,week_number,success_score,music_profile,season,rank_group
110,"DJ TOPO, Mc Cyclope, MC PR",Passarinho Que Som É Esse,2021-08-06,1021178,2021-10-07,0.889,0.78,0.82,Brazil,South America,Portuguese,1.02,2021,10,3,40,63.98187353859332,🔥 Música para Balada,🍂 Outono,📉 Top 101-200
111,"MC Gontijo, Dj Sati Marconex",Baile do Cinga do 12,2020-01-16,1019472,2021-10-07,0.93,0.591,0.569,Brazil,South America,Portuguese,1.02,2021,10,3,40,63.27877602718021,💃 Dançante,🍂 Outono,📉 Top 101-200
112,"Teto, Matuê",M4,2021-01-20,1017329,2021-10-07,0.88,0.59,0.723,Brazil,South America,Portuguese,1.02,2021,10,3,40,62.575678515767095,💃 Dançante,🍂 Outono,📉 Top 101-200
113,"Grupo Menos É Mais, Di Propósito, Vou Zuar",Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,2020-04-23,1012633,2021-10-07,0.4370000000000001,0.7979999999999999,0.706,Brazil,South America,Portuguese,1.01,2021,10,3,40,61.43585554224663,⚡ Energética,🍂 Outono,📉 Top 101-200
114,"Os Barões Da Pisadinha, Wesley Safadão",Beijo do Vampiro - Ao Vivo,2021-08-25,1008647,2021-10-07,0.6659999999999999,0.968,0.96,Brazil,South America,Portuguese,1.01,2021,10,3,40,60.73772082017564,⚡ Energética,🍂 Outono,📉 Top 101-200
115,"Alok, Mc Don Juan, Dj GBR",Liberdade (Quando o Grave Bate Forte),2020-12-18,1003004,2021-10-07,0.81,0.789,0.4320000000000001,Brazil,South America,Portuguese,1.0,2021,10,3,40,59.61065752815529,🔥 Música para Balada,🍂 Outono,📉 Top 101-200
116,"Douglas & Vinicius, Zé Neto & Cristiano",Estelionato Afetivo - Ao Vivo,2021-09-24,1000989,2021-10-07,0.451,0.8809999999999999,0.601,Brazil,South America,Portuguese,1.0,2021,10,3,40,58.917510347595346,⚡ Energética,🍂 Outono,📉 Top 101-200
120,"MD Chefe, L7NNON, Offlei Sounds, PL Quest",Fragrância - Remix,2021-08-04,992548,2021-10-07,0.74,0.623,0.529,Brazil,South America,Portuguese,0.99,2021,10,3,40,55.73890573764848,💃 Dançante,🍂 Outono,📉 Top 101-200
123,"Bruno & Marrone, Wesley Safadão",Último Beijo,2021-07-02,990005,2021-10-07,0.5820000000000001,0.899,0.612,Brazil,South America,Portuguese,0.99,2021,10,3,40,53.67450182143928,⚡ Energética,🍂 Outono,📉 Top 101-200
126,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,2021-08-13,965785,2021-10-07,0.7959999999999999,0.7979999999999999,0.942,Brazil,South America,Portuguese,0.97,2021,10,3,40,50.852515706242286,🔥 Música para Balada,🍂 Outono,📉 Top 101-200
129,"Luan Santana, Mc Don Juan",SORRIA,2021-07-29,939108,2021-10-07,0.568,0.736,0.72,Brazil,South America,Portuguese,0.94,2021,10,3,40,47.71353406141704,⚡ Energética,🍂 Outono,📉 Top 101-200
130,"Cleber & Cauan, Os Barões Da Pisadinha",Pede Pra Voltar,2021-06-11,930007,2021-10-07,0.607,0.882,0.682,Brazil,South America,Portuguese,0.93,2021,10,3,40,46.68392020709239,⚡ Energética,🍂 Outono,📉 Top 101-200
131,"The Weeknd, Ariana Grande",Save Your Tears (with Ariana Grande) (Remix),2021-04-23,929747,2021-10-07,0.65,0.825,0.593,Brazil,South America,Portuguese,0.93,2021,10,3,40,46.026400204175594,⚡ Energética,🍂 Outono,📉 Top 101-200
132,"João Gomes, Tarcísio do Acordeon",Aquelas Coisas,2021-07-22,929439,2021-10-07,0.6890000000000001,0.882,0.962,Brazil,South America,Portuguese,0.93,2021,10,3,40,45.368880201258804,⚡ Energética,🍂 Outono,📉 Top 101-200
133,"mc jhenny, DJ KOSTA 22, Mc Gw",Chamo Teu Vulgo Malvadão,2021-06-05,929246,2021-10-07,0.949,0.62,0.76,Brazil,South America,Portuguese,0.93,2021,10,3,40,44.71136019834201,💃 Dançante,🍂 Outono,📉 Top 101-200
135,"Justin Bieber, Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon),2021-03-19,916467,2021-10-07,0.677,0.696,0.4639999999999999,Brazil,South America,Portuguese,0.92,2021,10,3,40,43.053462278619556,🎵 Neutra/Equilibrada,🍂 Outono,📉 Top 101-200
139,"Malu, DJ Lucas Beat",Disco Arranhado - Funk Remix,2021-01-22,898029,2021-10-07,0.747,0.725,0.904,Brazil,South America,Portuguese,0.9,2021,10,3,40,39.79494094268848,🔥 Música para Balada,🍂 Outono,📉 Top 101-200
140,"Wesley Safadão, Tarcísio do Acordeon",Ele Não Te Merece,2021-06-17,893567,2021-10-07,0.633,0.911,0.949,Brazil,South America,Portuguese,0.89,2021,10,3,40,38.83118657336461,⚡ Energética,🍂 Outono,📉 Top 101-200
141,"Luísa Sonza, 6LACK",VIP *-*,2021-07-18,885330,2021-10-07,0.754,0.846,0.913,Brazil,South America,Portuguese,0.89,2021,10,3,40,38.19460974429306,🔥 Música para Balada,🍂 Outono,📉 Top 101-200
143,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),2020-03-27,878305,2021-10-07,0.7020000000000001,0.825,0.915,Brazil,South America,Portuguese,0.88,2021,10,3,40,36.61376305682776,🔥 Música para Balada,🍂 Outono,📉 Top 101-200
145,"Marcos & Belutti, Dilsinho",Estado Frágil - Ao Vivo,2021-07-07,859971,2021-10-07,0.609,0.688,0.893,Brazil,South America,Portuguese,0.86,2021,10,3,40,34.75228331260615,😊 Feliz/Positiva,🍂 Outono,📉 Top 101-200
147,"Mc Jajau, DJ LG",BALANÇA A GLOCK,2021-07-27,846938,2021-10-07,0.946,0.871,0.856,Brazil,South America,Portuguese,0.85,2021,10,3,40,33.220024510872605,🔥 Música para Balada,🍂 Outono,📉 Top 101-200
148,"Mc Laranjinha, GORDÃO DO PC",Roct Pot 02 (Mc Laranjinha),2021-08-02,837235,2021-10-07,0.8190000000000001,0.759,0.7609999999999999,Brazil,South America,Portuguese,0.84,2021,10,3,40,32.317575295907396,🔥 Música para Balada,🍂 Outono,📉 Top 101-200
149,"Doja Cat, SZA",Kiss Me More (feat. SZA),2021-06-25,837225,2021-10-07,0.764,0.705,0.7809999999999999,Brazil,South America,Portuguese,0.84,2021,10,3,40,31.707809724286502,🔥 Música para Balada,🍂 Outono,📉 Top 101-200
153,"Felipe Araújo, Gusttavo Lima",Amando Individual,2021-07-30,819244,2021-10-07,0.45,0.804,0.575,Brazil,South America,Portuguese,0.82,2021,10,3,40,28.744152052257792,⚡ Energética,🍂 Outono,📉 Top 101-200
167,"Jonas Esticado, Gusttavo Lima",Ele Não Tem,2020-10-16,776855,2021-10-07,0.6559999999999999,0.85,0.918,Brazil,South America,Portuguese,0.78,2021,10,3,40,19.604854386335788,⚡ Energética,🍂 Outono,📉 Top 101-200
168,"Luísa Sonza, Marília Mendonça",melhor sozinha :-)-:,2021-08-23,773152,2021-10-07,0.65,0.596,0.299,Brazil,South America,Portuguese,0.77,2021,10,3,40,18.842325037329346,😢 Melancólica/Triste,🍂 Outono,📉 Top 101-200
171,"Marília Mendonça, Maiara & Maraisa",Motel Afrodite,2021-09-21,760928,2021-10-07,0.6709999999999999,0.636,0.7040000000000001,Brazil,South America,Portuguese,0.76,2021,10,3,40,16.959414271501814,😊 Feliz/Positiva,🍂 Outono,📉 Top 101-200
172,"DJ Lucas Beat, Vitor Fernandes",Vou Falar Que Não Quero - Remix,2021-03-12,760497,2021-10-07,0.825,0.573,0.545,Brazil,South America,Portuguese,0.76,2021,10,3,40,16.394100462451753,💃 Dançante,🍂 Outono,📉 Top 101-200
173,"Marília Mendonça, Maiara & Maraisa",Não Sei o Que Lá,2021-09-22,753999,2021-10-07,0.643,0.6990000000000001,0.636,Brazil,South America,Portuguese,0.75,2021,10,3,40,15.669242062191834,🎵 Neutra/Equilibrada,🍂 Outono,📉 Top 101-200
174,"DENNIS, Xamã, LUDMILLA",Deixa de Onda (Porra Nenhuma),2021-01-21,753872,2021-10-07,0.815,0.69,0.654,Brazil,South America,Portuguese,0.75,2021,10,3,40,15.109626274256412,💃 Dançante,🍂 Outono,📉 Top 101-200
178,"Diego & Victor Hugo, Matheus & Kauan",Até Falar Chega (feat. Matheus & Kauan) - Ao Vivo,2021-07-29,743678,2021-10-07,0.411,0.863,0.625,Brazil,South America,Portuguese,0.74,2021,10,3,40,12.739357604208065,⚡ Energética,🍂 Outono,📉 Top 101-200
180,"Dj Scar, MC Fahah, MC TH DA SERRA, Mc Magrinho",Aqui Em BH Ninguém É de Ninguém,2021-07-30,735962,2021-10-07,0.638,0.495,0.3329999999999999,Brazil,South America,Portuguese,0.74,2021,10,3,40,11.63158737775519,🎵 Neutra/Equilibrada,🍂 Outono,📉 Top 101-200
182,"DJ THG, Mc Nego Nojo, Mc Mr. Bim",MTG - ELA VAI JOGA,2021-03-21,734293,2021-10-07,0.917,0.555,0.541,Brazil,South America,Portuguese,0.73,2021,10,3,40,10.414306761684065,💃 Dançante,🍂 Outono,📉 Top 101-200
186,"Diego & Victor Hugo, Israel & Rodolffo",Erro Corporal (Ao Vivo No Casa Filtr),2021-09-16,720639,2021-10-07,0.6609999999999999,0.833,0.471,Brazil,South America,Portuguese,0.72,2021,10,3,40,8.134864362380425,⚡ Energética,🍂 Outono,📉 Top 101-200
188,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,2021-03-05,715196,2021-10-07,0.586,0.616,0.7190000000000001,Brazil,South America,Portuguese,0.72,2021,10,3,40,7.050215780729701,😊 Feliz/Positiva,🍂 Outono,📉 Top 101-200
189,"Murilo Huff, Zé Vaqueiro",Nunca Vai Ser Nós,2021-09-02,713151,2021-10-07,0.672,0.743,0.63,Brazil,South America,Portuguese,0.71,2021,10,3,40,6.437920446174822,⚡ Energética,🍂 Outono,📉 Top 101-200
190,"Mc Davi, MC Ryan SP, Mc Don Juan, DJ 900",Deboche,2021-06-18,710957,2021-10-07,0.456,0.416,0.121,Brazil,South America,Portuguese,0.71,2021,10,3,40,5.901427075660253,😢 Melancólica/Triste,🍂 Outono,📉 Top 101-200
191,"Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak, Hunter",Poesia Acústica #9: Melhor Forma,2020-07-10,709771,2021-10-07,0.733,0.688,0.654,Brazil,South America,Portuguese,0.71,2021,10,3,40,5.364933705145685,💃 Dançante,🍂 Outono,📉 Top 101-200
194,"Luísa Sonza, Pabllo Vittar, Anitta",MODO TURBO,2021-07-18,704005,2021-10-07,0.655,0.726,0.7659999999999999,Brazil,South America,Portuguese,0.7,2021,10,3,40,3.7143977574351927,⚡ Energética,🍂 Outono,📉 Top 101-200
196,"Alok, Ilkay Sencan, Tove Lo",Don't Say Goodbye (feat. Tove Lo),2020-09-25,700588,2021-10-07,0.698,0.7190000000000001,0.364,Brazil,South America,Portuguese,0.7,2021,10,3,40,2.6531412553108518,⚡ Energética,🍂 Outono,📉 Top 101-200
198,"Dj JL O Único, Dj Salgueirinho",Nois É Malvadão Mesmo,2021-08-27,698386,2021-10-07,0.863,0.721,0.779,Brazil,South America,Portuguese,0.7,2021,10,3,40,1.5918847531865112,🔥 Música para Balada,🍂 Outono,📉 Top 101-200
200,"PEDRO SAMPAIO, Daniel Caon, Wesley Safadão",FALA MAL DE MIM,2021-01-28,690418,2021-10-07,0.695,0.805,0.6729999999999999,Brazil,South America,Portuguese,0.69,2021,10,3,40,0.5247285289349821,⚡ Energética,🍂 Outono,📉 Top 101-200
2,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",Bala Love,2021-06-18,6093186,2021-09-30,0.628,0.318,0.4920000000000001,Brazil,South America,Portuguese,6.09,2021,9,3,39,389.77838276826316,🎵 Neutra/Equilibrada,🍂 Outono,🏆 Top 10
10,"Tarcísio do Acordeon, Marcynho Sensação",Rolê,2021-07-23,4504820,2021-09-30,0.6779999999999999,0.775,0.96,Brazil,South America,Portuguese,4.5,2021,9,3,39,325.6068856175392,⚡ Energética,🍂 Outono,🏆 Top 10
12,"Matheus Fernandes, Dilsinho",Baby Me Atende,2021-07-09,4313634,2021-09-30,0.65,0.792,0.872,Brazil,South America,Portuguese,4.31,2021,9,3,39,315.5528568629772,⚡ Energética,🍂 Outono,📊 Top 11-50
14,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),2021-09-17,4205291,2021-09-30,0.741,0.691,0.892,Brazil,South America,Portuguese,4.21,2021,9,3,39,308.6584330281065,💃 Dançante,🍂 Outono,📊 Top 11-50
18,"João Gomes, Vitor Fernandes",Se For Amor,2021-06-01,3583188,2021-09-30,0.667,0.899,0.835,Brazil,South America,Portuguese,3.58,2021,9,3,39,278.4709166570751,⚡ Energética,🍂 Outono,📊 Top 11-50
19,"Zé Felipe, Os Barões Da Pisadinha",Senta Danada,2021-07-16,3581698,2021-09-30,0.746,0.743,0.938,Brazil,South America,Portuguese,3.58,2021,9,3,39,276.949217658949,🔥 Música para Balada,🍂 Outono,📊 Top 11-50
20,"Zé Felipe, Marcynho Sensação",Revoada No Colchão,2021-09-17,3494078,2021-09-30,0.7040000000000001,0.936,0.96,Brazil,South America,Portuguese,3.49,2021,9,3,39,271.8353390175035,🔥 Música para Balada,🍂 Outono,📊 Top 11-50
21,"Tayrone, Marília Mendonça",Cê Tá Preparada - Ao Vivo,2021-07-16,3466465,2021-09-30,0.782,0.845,0.7709999999999999,Brazil,South America,Portuguese,3.47,2021,9,3,39,269.5299135525859,🔥 Música para Balada,🍂 Outono,📊 Top 11-50
22,"Mc Poze do Rodo, Mainstreet, Ajaxx",Eu Fiz o Jogo Virar,2021-09-01,3456300,2021-09-30,0.621,0.499,0.421,Brazil,South America,Portuguese,3.46,2021,9,3,39,267.63162911972313,🎵 Neutra/Equilibrada,🍂 Outono,📊 Top 11-50
23,"Os Barões Da Pisadinha, Maiara & Maraisa",Zero Saudade - Ao Vivo,2021-08-25,3436653,2021-09-30,0.5429999999999999,0.902,0.8390000000000001,Brazil,South America,Portuguese,3.44,2021,9,3,39,265.33647900705574,⚡ Energética,🍂 Outono,📊 Top 11-50
24,"DG e Batidão Stronda, Felipe Amorim, Mc Danny",Sem Sentimento,2021-07-22,3411278,2021-09-30,0.747,0.888,0.972,Brazil,South America,Portuguese,3.41,2021,9,3,39,262.6458200341996,🔥 Música para Balada,🍂 Outono,📊 Top 11-50
25,"Vitor e Luan, Henrique & Juliano",Localiza Aí BB,2021-02-12,3268361,2021-09-30,0.677,0.908,0.885,Brazil,South America,Portuguese,3.27,2021,9,3,39,255.48403359433385,⚡ Energética,🍂 Outono,📊 Top 11-50
26,"MC Zaquin, MC Rick",Não Nasceu pra Namorar,2021-02-25,3191542,2021-09-30,0.525,0.4479999999999999,0.527,Brazil,South America,Portuguese,3.19,2021,9,3,39,250.7226284384581,🎵 Neutra/Equilibrada,🍂 Outono,📊 Top 11-50
29,"Brisa Star, Thiago Jhonathan (TJ)",Se Joga no Passinho,2021-06-18,2833248,2021-09-30,0.654,0.83,0.866,Brazil,South America,Portuguese,2.83,2021,9,3,39,230.97274614911942,⚡ Energética,🍂 Outono,📊 Top 11-50
30,"Matheus & Kauan, Zé Vaqueiro",Vagabundo,2021-05-20,2809004,2021-09-30,0.47,0.917,0.6509999999999999,Brazil,South America,Portuguese,2.81,2021,9,3,39,228.73459134270223,⚡ Energética,🍂 Outono,📊 Top 11-50
31,"Mc Poze do Rodo, Bielzin, Mainstreet, MC Cabelinho, PL Quest, Neo Beats",A Cara do Crime (Nós Incomoda),2021-05-27,2748521,2021-09-30,0.623,0.6559999999999999,0.5760000000000001,Brazil,South America,Portuguese,2.75,2021,9,3,39,224.69849279699432,🎵 Neutra/Equilibrada,🍂 Outono,📊 Top 11-50
32,"Costa Gold, Kawe, André Nine",Se Essa Bunda,2021-07-29,2717452,2021-09-30,0.946,0.595,0.835,Brazil,South America,Portuguese,2.72,2021,9,3,39,222.01929994017434,💃 Dançante,🍂 Outono,📊 Top 11-50
34,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),2021-07-23,2655933,2021-09-30,0.591,0.764,0.478,Brazil,South America,Portuguese,2.66,2021,9,3,39,216.6763456180169,⚡ Energética,🍂 Outono,📊 Top 11-50
36,"Fernando & Sorocaba, Tarcísio do Acordeon",Só Não Divulga,2021-02-25,2536176,2021-09-30,0.5529999999999999,0.785,0.914,Brazil,South America,Portuguese,2.54,2021,9,3,39,208.5809099790377,⚡ Energética,🍂 Outono,📊 Top 11-50
37,"Brisa Star, Zé Vaqueiro",Cena de Amor,2021-07-29,2525138,2021-09-30,0.632,0.888,0.961,Brazil,South America,Portuguese,2.53,2021,9,3,39,206.8528508350137,⚡ Energética,🍂 Outono,📊 Top 11-50
40,"MD Chefe, DomLaike, Offlei Sounds",Rei Lacoste,2021-08-04,2380759,2021-09-30,0.898,0.341,0.486,Brazil,South America,Portuguese,2.38,2021,9,3,39,196.0779892286833,💃 Dançante,🍂 Outono,📊 Top 11-50
42,"Israel & Rodolffo, Wesley Safadão",Faz Amor Comigo Só Hoje,2021-08-20,2143610,2021-09-30,0.624,0.922,0.884,Brazil,South America,Portuguese,2.14,2021,9,3,39,181.93142518730576,⚡ Energética,🍂 Outono,📊 Top 11-50
44,"Mc Pepeu, DJ Swat",Menina Se Prepara,2021-05-25,2060604,2021-09-30,0.541,0.515,0.41,Brazil,South America,Portuguese,2.06,2021,9,3,39,175.59114180639344,🎵 Neutra/Equilibrada,🍂 Outono,📊 Top 11-50
46,"Mc Poze do Rodo, Neo Beats, Mainstreet",Vida Louca,2021-04-02,2027193,2021-09-30,0.852,0.62,0.7440000000000001,Brazil,South America,Portuguese,2.03,2021,9,3,39,171.82720602579803,💃 Dançante,🍂 Outono,📊 Top 11-50
47,"Mc Davi, Mc Pedrinho, Mc Don Juan, DJ 900",Bipolar,2021-04-09,2014994,2021-09-30,0.601,0.36,0.335,Brazil,South America,Portuguese,2.01,2021,9,3,39,169.69877212916077,🎵 Neutra/Equilibrada,🍂 Outono,📊 Top 11-50
48,"Guilherme & Benuto, Os Barões Da Pisadinha",Faxina (Ao Vivo No Casa Filtr),2021-08-05,2002678,2021-09-30,0.532,0.856,0.928,Brazil,South America,Portuguese,2.0,2021,9,3,39,168.08768016622076,⚡ Energética,🍂 Outono,📊 Top 11-50
50,"Sidoka, Intactoz Corp.","Louis V, Menina Linda",2021-05-12,1977459,2021-09-30,0.905,0.47,0.503,Brazil,South America,Portuguese,1.98,2021,9,3,39,164.88041837811426,💃 Dançante,🍂 Outono,📊 Top 11-50
52,"Mc Frog, DJ Lucas Beat",Não Quer Chifre,2021-03-26,1914432,2021-09-30,0.873,0.476,0.923,Brazil,South America,Portuguese,1.91,2021,9,3,39,159.15480909632674,💃 Dançante,🍂 Outono,📈 Top 51-100
55,"Avine Vinny, Matheus Fernandes",Coração Cachorro,2021-09-10,1816116,2021-09-30,0.7390000000000001,0.758,0.691,Brazil,South America,Portuguese,1.82,2021,9,3,39,151.36358520270326,🔥 Música para Balada,🍂 Outono,📈 Top 51-100
56,"BIN, LUDMILLA, Mainstreet, Dallass",Apê 1001,2021-09-29,1775960,2021-09-30,0.575,0.5489999999999999,0.711,Brazil,South America,Portuguese,1.78,2021,9,3,39,148.25538451686913,😊 Feliz/Positiva,🍂 Outono,📈 Top 51-100
57,"Coldplay, BTS",My Universe,2021-09-24,1748395,2021-09-30,0.588,0.701,0.4429999999999999,Brazil,South America,Portuguese,1.75,2021,9,3,39,145.6705312817011,⚡ Energética,🍂 Outono,📈 Top 51-100
60,"CKay, Dj Yo!, AX'EL",love nwantiti (feat. Dj Yo! & AX'EL) - Remix,2021-09-09,1650458,2021-09-30,0.579,0.596,0.4429999999999999,Brazil,South America,Portuguese,1.65,2021,9,3,39,137.41290923973645,🎵 Neutra/Equilibrada,🍂 Outono,📈 Top 51-100
67,"Marília Mendonça, Maiara & Maraisa",Todo Mundo Menos Você,2021-09-23,1523612,2021-09-30,0.778,0.6409999999999999,0.434,Brazil,South America,Portuguese,1.52,2021,9,3,39,123.8506928041265,💃 Dançante,🍂 Outono,📈 Top 51-100
69,"Diego & Victor Hugo, Bruno & Marrone",Facas - Ao Vivo,2021-07-29,1471517,2021-09-30,0.4429999999999999,0.509,0.69,Brazil,South America,Portuguese,1.47,2021,9,3,39,119.35679588446493,🎵 Neutra/Equilibrada,🍂 Outono,📈 Top 51-100
73,"Xand Avião, Zé Vaqueiro",Superação Digital,2021-09-24,1378349,2021-09-30,0.66,0.889,0.913,Brazil,South America,Portuguese,1.38,2021,9,3,39,110.98886242347305,⚡ Energética,🍂 Outono,📈 Top 51-100
74,"Pineapple StormTv, Azzy, MC Ryan SP, Chris MC, Xamã, Lourena, L7NNON, Cynthia Luz, Mc Poze do Rodo, Salve Malak, Hunter",Poesia Acústica 11: Nada Mudou,2021-06-23,1368257,2021-09-30,0.725,0.622,0.356,Brazil,South America,Portuguese,1.37,2021,9,3,39,109.58702430367407,💃 Dançante,🍂 Outono,📈 Top 51-100
78,"MC L da Vinte, Mc Kaio",Colocando Nela,2021-03-25,1292773,2021-09-30,0.634,0.359,0.456,Brazil,South America,Portuguese,1.29,2021,9,3,39,101.91187356063624,🎵 Neutra/Equilibrada,🍂 Outono,📈 Top 51-100
79,"Os Barões Da Pisadinha, Jorge",Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2021-08-25,1268157,2021-09-30,0.593,0.932,0.913,Brazil,South America,Portuguese,1.27,2021,9,3,39,100.01313944218398,⚡ Energética,🍂 Outono,📈 Top 51-100
80,"Filipe Ret, L7NNON, Chris Beats Zn",Corte Americano,2021-04-22,1267645,2021-09-30,0.728,0.665,0.473,Brazil,South America,Portuguese,1.27,2021,9,3,39,99.19335961069068,💃 Dançante,🍂 Outono,📈 Top 51-100
85,"Doode, Teto, Matuê",Groupies,2021-09-28,1243845,2021-09-30,0.845,0.655,0.516,Brazil,South America,Portuguese,1.24,2021,9,3,39,93.55120044056603,💃 Dançante,🍂 Outono,📈 Top 51-100
86,"DENNIS, Gusttavo Lima",Lágrima por Lágrima (feat. Gusttavo Lima) - Ao Vivo,2021-08-05,1238509,2021-09-30,0.74,0.589,0.39,Brazil,South America,Portuguese,1.24,2021,9,3,39,92.74472457469908,💃 Dançante,🍂 Outono,📈 Top 51-100
90,"PEDRO SAMPAIO, Luísa Sonza",ATENÇÃO,2021-05-13,1189678,2021-09-30,0.738,0.901,0.747,Brazil,South America,Portuguese,1.19,2021,9,3,39,87.01307136495345,🔥 Música para Balada,🍂 Outono,📈 Top 51-100
91,"L7NNON, Ajaxx",Freio da Blazer,2021-02-05,1174886,2021-09-30,0.515,0.63,0.3670000000000001,Brazil,South America,Portuguese,1.17,2021,9,3,39,85.2199884307605,🎵 Neutra/Equilibrada,🍂 Outono,📈 Top 51-100
93,"Wesley Safadão, Os Barões Da Pisadinha","Ele É Ele, Eu Sou Eu",2020-11-12,1173753,2021-09-30,0.758,0.763,0.8540000000000001,Brazil,South America,Portuguese,1.17,2021,9,3,39,83.67053409565575,🔥 Música para Balada,🍂 Outono,📈 Top 51-100
94,"MC Joãozinho VT, MC Ryan SP, DJ 900, Mc Don Juan, Mc Pedrinho, Mc Kelvinho, DJ BOY",Vou de Lala,2021-06-23,1166681,2021-09-30,0.862,0.631,0.5,Brazil,South America,Portuguese,1.17,2021,9,3,39,82.8958069281034,💃 Dançante,🍂 Outono,📈 Top 51-100
95,"DJ TOPO, Mc Cyclope, MC PR",Passarinho Que Som É Esse,2021-08-06,1160103,2021-09-30,0.889,0.78,0.82,Brazil,South America,Portuguese,1.16,2021,9,3,39,81.6314714997838,🔥 Música para Balada,🍂 Outono,📈 Top 51-100
96,"Os Barões Da Pisadinha, Wesley Safadão",Beijo do Vampiro - Ao Vivo,2021-08-25,1142172,2021-09-30,0.6659999999999999,0.968,0.96,Brazil,South America,Portuguese,1.14,2021,9,3,39,79.88461204854481,⚡ Energética,🍂 Outono,📈 Top 51-100
100,"Cleber & Cauan, Os Barões Da Pisadinha",Pede Pra Voltar,2021-06-11,1102262,2021-09-30,0.607,0.882,0.682,Brazil,South America,Portuguese,1.1,2021,9,3,39,74.93567181766711,⚡ Energética,🍂 Outono,📈 Top 51-100
101,"MC Gontijo, Dj Sati Marconex",Baile do Cinga do 12,2020-01-16,1099419,2021-09-30,0.93,0.591,0.569,Brazil,South America,Portuguese,1.1,2021,9,3,39,74.19373447293773,💃 Dançante,🍂 Outono,📉 Top 101-200
103,"MD Chefe, Offlei Sounds",Tiffany,2021-08-04,1093641,2021-09-30,0.746,0.46,0.482,Brazil,South America,Portuguese,1.09,2021,9,3,39,72.24207846571854,💃 Dançante,🍂 Outono,📉 Top 101-200
105,"Luan Santana, Mc Don Juan",SORRIA,2021-07-29,1089457,2021-09-30,0.568,0.736,0.72,Brazil,South America,Portuguese,1.09,2021,9,3,39,70.7677503337651,⚡ Energética,🍂 Outono,📉 Top 101-200
107,"Bruno & Marrone, Wesley Safadão",Último Beijo,2021-07-02,1083251,2021-09-30,0.5820000000000001,0.899,0.612,Brazil,South America,Portuguese,1.08,2021,9,3,39,68.8425820090433,⚡ Energética,🍂 Outono,📉 Top 101-200
108,"Alok, Mc Don Juan, Dj GBR",Liberdade (Quando o Grave Bate Forte),2020-12-18,1082217,2021-09-30,0.81,0.789,0.4320000000000001,Brazil,South America,Portuguese,1.08,2021,9,3,39,68.11021411533008,🔥 Música para Balada,🍂 Outono,📉 Top 101-200
109,"Felipe Araújo, Gusttavo Lima",Amando Individual,2021-07-30,1081731,2021-09-30,0.45,0.804,0.575,Brazil,South America,Portuguese,1.08,2021,9,3,39,67.37784622161685,⚡ Energética,🍂 Outono,📉 Top 101-200
110,"Diego & Arnaldo, Vitor Fernandes",Resumindo - Ao Vivo,2021-08-04,1074243,2021-09-30,0.746,0.807,0.7020000000000001,Brazil,South America,Portuguese,1.07,2021,9,3,39,66.20692326223228,🔥 Música para Balada,🍂 Outono,📉 Top 101-200
112,"Murilo Huff, Jorge",Uma Ex (Ao Vivo),2021-02-04,1068060,2021-09-30,0.627,0.6509999999999999,0.6659999999999999,Brazil,South America,Portuguese,1.07,2021,9,3,39,64.75182604767772,🎵 Neutra/Equilibrada,🍂 Outono,📉 Top 101-200
113,"Taty pink, Romeu",Antes de Ir,2021-04-22,1066333,2021-09-30,0.736,0.583,0.48,Brazil,South America,Portuguese,1.07,2021,9,3,39,64.02427744040044,💃 Dançante,🍂 Outono,📉 Top 101-200
114,"mc jhenny, DJ KOSTA 22, Mc Gw",Chamo Teu Vulgo Malvadão,2021-06-05,1066319,2021-09-30,0.949,0.62,0.76,Brazil,South America,Portuguese,1.07,2021,9,3,39,63.29672883312317,💃 Dançante,🍂 Outono,📉 Top 101-200
116,"MD Chefe, L7NNON, Offlei Sounds, PL Quest",Fragrância - Remix,2021-08-04,1055101,2021-09-30,0.74,0.623,0.529,Brazil,South America,Portuguese,1.06,2021,9,3,39,61.43000853812663,💃 Dançante,🍂 Outono,📉 Top 101-200
118,"Grupo Menos É Mais, Di Propósito, Vou Zuar",Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,2020-04-23,1044238,2021-09-30,0.4370000000000001,0.7979999999999999,0.706,Brazil,South America,Portuguese,1.04,2021,9,3,39,59.17483405205838,⚡ Energética,🍂 Outono,📉 Top 101-200
