rank,artist_names,track_name,release_date,streams,week,danceability,energy,valence,country,region,language,streams_millions,year,month,day_of_week,week_number,success_score,music_profile,season,rank_group
119,"Mad Dogz, Mari Fernandez",Ficante Fiel,2021-07-23,1044159,2021-09-30,0.596,0.7659999999999999,0.625,Brazil,South America,Portuguese,1.04,2021,9,3,39,58.46188424420225,⚡ Energética,🍂 Outono,📉 Top 101-200
121,"Luísa Sonza, 6LACK",VIP *-*,2021-07-18,1036502,2021-09-30,0.754,0.846,0.913,Brazil,South America,Portuguese,1.04,2021,9,3,39,57.035984628490006,🔥 Música para Balada,🍂 Outono,📉 Top 101-200
122,"Teto, Matuê",M4,2021-01-20,1021483,2021-09-30,0.88,0.59,0.723,Brazil,South America,Portuguese,1.02,2021,9,3,39,55.54470340163596,💃 Dançante,🍂 Outono,📉 Top 101-200
123,"Mc Jajau, DJ LG",BALANÇA A GLOCK,2021-07-27,1013775,2021-09-30,0.946,0.871,0.856,Brazil,South America,Portuguese,1.01,2021,9,3,39,54.45450832153678,🔥 Música para Balada,🍂 Outono,📉 Top 101-200
124,"João Gomes, Tarcísio do Acordeon",Aquelas Coisas,2021-07-22,1013031,2021-09-30,0.6890000000000001,0.882,0.962,Brazil,South America,Portuguese,1.01,2021,9,3,39,53.756373599465796,⚡ Energética,🍂 Outono,📉 Top 101-200
125,"Malu, DJ Lucas Beat",Disco Arranhado - Funk Remix,2021-01-22,1004897,2021-09-30,0.747,0.725,0.904,Brazil,South America,Portuguese,1.0,2021,9,3,39,52.67918572255584,🔥 Música para Balada,🍂 Outono,📉 Top 101-200
126,"Douglas & Vinicius, Zé Neto & Cristiano",Estelionato Afetivo - Ao Vivo,2021-09-24,1003100,2021-09-30,0.451,0.8809999999999999,0.601,Brazil,South America,Portuguese,1.0,2021,9,3,39,51.986038541995896,⚡ Energética,🍂 Outono,📉 Top 101-200
129,"Justin Bieber, Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon),2021-03-19,973382,2021-09-30,0.677,0.696,0.4639999999999999,Brazil,South America,Portuguese,0.97,2021,9,3,39,48.8184150779926,🎵 Neutra/Equilibrada,🍂 Outono,📉 Top 101-200
130,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),2020-03-27,960893,2021-09-30,0.7020000000000001,0.825,0.915,Brazil,South America,Portuguese,0.96,2021,9,3,39,47.779057600212234,🔥 Música para Balada,🍂 Outono,📉 Top 101-200
132,"The Weeknd, Ariana Grande",Save Your Tears (with Ariana Grande) (Remix),2021-04-23,952869,2021-09-30,0.65,0.825,0.593,Brazil,South America,Portuguese,0.95,2021,9,3,39,46.08022670772023,⚡ Energética,🍂 Outono,📉 Top 101-200
133,"Wesley Safadão, Tarcísio do Acordeon",Ele Não Te Merece,2021-06-17,950269,2021-09-30,0.633,0.911,0.949,Brazil,South America,Portuguese,0.95,2021,9,3,39,45.41239733514457,⚡ Energética,🍂 Outono,📉 Top 101-200
138,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,2021-08-13,909558,2021-09-30,0.7959999999999999,0.7979999999999999,0.942,Brazil,South America,Portuguese,0.91,2021,9,3,39,40.767504249687924,🔥 Música para Balada,🍂 Outono,📉 Top 101-200
140,"Mc Laranjinha, GORDÃO DO PC",Roct Pot 02 (Mc Laranjinha),2021-08-02,898575,2021-09-30,0.8190000000000001,0.759,0.7609999999999999,Brazil,South America,Portuguese,0.9,2021,9,3,39,39.153087056516085,🔥 Música para Balada,🍂 Outono,📉 Top 101-200
144,"Marcos & Belutti, Dilsinho",Estado Frágil - Ao Vivo,2021-07-07,880562,2021-09-30,0.609,0.688,0.893,Brazil,South America,Portuguese,0.88,2021,9,3,39,35.9824912799859,😊 Feliz/Positiva,🍂 Outono,📉 Top 101-200
145,"Doja Cat, SZA",Kiss Me More (feat. SZA),2021-06-25,879235,2021-09-30,0.764,0.705,0.7809999999999999,Brazil,South America,Portuguese,0.88,2021,9,3,39,35.35121950314404,🔥 Música para Balada,🍂 Outono,📉 Top 101-200
146,"Luísa Sonza, Marília Mendonça",melhor sozinha :-)-:,2021-08-23,873066,2021-09-30,0.65,0.596,0.299,Brazil,South America,Portuguese,0.87,2021,9,3,39,34.42661369765724,😢 Melancólica/Triste,🍂 Outono,📉 Top 101-200
151,"Jonas Esticado, Gusttavo Lima",Ele Não Tem,2020-10-16,847664,2021-09-30,0.6559999999999999,0.85,0.918,Brazil,South America,Portuguese,0.85,2021,9,3,39,30.759281954511675,⚡ Energética,🍂 Outono,📉 Top 101-200
156,"DENNIS, Xamã, LUDMILLA",Deixa de Onda (Porra Nenhuma),2021-01-21,832853,2021-09-30,0.815,0.69,0.654,Brazil,South America,Portuguese,0.83,2021,9,3,39,27.19421850839983,💃 Dançante,🍂 Outono,📉 Top 101-200
157,"Diego & Victor Hugo, Israel & Rodolffo",Erro Corporal (Ao Vivo No Casa Filtr),2021-09-16,825395,2021-09-30,0.6609999999999999,0.833,0.471,Brazil,South America,Portuguese,0.83,2021,9,3,39,26.5899025415465,⚡ Energética,🍂 Outono,📉 Top 101-200
160,"Diego & Victor Hugo, Matheus & Kauan",Até Falar Chega (feat. Matheus & Kauan) - Ao Vivo,2021-07-29,820323,2021-09-30,0.411,0.863,0.625,Brazil,South America,Portuguese,0.82,2021,9,3,39,24.552296544636864,⚡ Energética,🍂 Outono,📉 Top 101-200
161,"Marília Mendonça, Maiara & Maraisa",Motel Afrodite,2021-09-21,813364,2021-09-30,0.6709999999999999,0.636,0.7040000000000001,Brazil,South America,Portuguese,0.81,2021,9,3,39,23.733073811109374,😊 Feliz/Positiva,🍂 Outono,📉 Top 101-200
164,"Mc Davi, MC Ryan SP, Mc Don Juan, DJ 900",Deboche,2021-06-18,783643,2021-09-30,0.456,0.416,0.121,Brazil,South America,Portuguese,0.78,2021,9,3,39,21.33469447924777,😢 Melancólica/Triste,🍂 Outono,📉 Top 101-200
167,"Simone & Simaria, Sebastian Yatra",No Llores Más,2021-07-09,772691,2021-09-30,0.687,0.8170000000000001,0.365,Brazil,South America,Portuguese,0.77,2021,9,3,39,19.413304583915085,⚡ Energética,🍂 Outono,📉 Top 101-200
169,"Luísa Sonza, Pabllo Vittar, Anitta",MODO TURBO,2021-07-18,771927,2021-09-30,0.655,0.726,0.7659999999999999,Brazil,South America,Portuguese,0.77,2021,9,3,39,18.27134549074361,⚡ Energética,🍂 Outono,📉 Top 101-200
172,"MC Ryan SP, Mc Don Juan, MC Hariel, Ferrugem, Gaab, MC Kevinho, Mc Davi, Mc Dricka, Mc Kevin, Mc Lbx, Mc PP da VS, Mc Pedrinho, Salvador Da Rima","Revoada do Tubarão 2 (feat. Mc Davi, Mc PP da VS, Mc Pedrinho, Mc Dricka, Mc Lbx, Mc Kevin, Salvador Da Rima, Ferrugem, MC Kevinho, Gaab)",2021-08-20,766137,2021-09-30,0.8290000000000001,0.767,0.643,Brazil,South America,Portuguese,0.77,2021,9,3,39,16.558406850986398,🔥 Música para Balada,🍂 Outono,📉 Top 101-200
178,"Alok, Ilkay Sencan, Tove Lo",Don't Say Goodbye (feat. Tove Lo),2020-09-25,747835,2021-09-30,0.698,0.7190000000000001,0.364,Brazil,South America,Portuguese,0.75,2021,9,3,39,12.871163122514721,⚡ Energética,🍂 Outono,📉 Top 101-200
179,"PEDRO SAMPAIO, Daniel Caon, Wesley Safadão",FALA MAL DE MIM,2021-01-28,744877,2021-09-30,0.695,0.805,0.6729999999999999,Brazil,South America,Portuguese,0.74,2021,9,3,39,12.185472490981628,⚡ Energética,🍂 Outono,📉 Top 101-200
182,"Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak, Hunter",Poesia Acústica #9: Melhor Forma,2020-07-10,737745,2021-09-30,0.733,0.688,0.654,Brazil,South America,Portuguese,0.74,2021,9,3,39,10.523817151302316,💃 Dançante,🍂 Outono,📉 Top 101-200
184,"BIN, Mainstreet, Ajaxx",Saturno,2020-12-10,736379,2021-09-30,0.6940000000000001,0.551,0.908,Brazil,South America,Portuguese,0.74,2021,9,3,39,9.41604692484944,😊 Feliz/Positiva,🍂 Outono,📉 Top 101-200
186,"DJ Lucas Beat, Vitor Fernandes",Vou Falar Que Não Quero - Remix,2021-03-12,731095,2021-09-30,0.825,0.573,0.545,Brazil,South America,Portuguese,0.73,2021,9,3,39,8.221821127645313,💃 Dançante,🍂 Outono,📉 Top 101-200
187,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,2021-03-05,729073,2021-09-30,0.586,0.616,0.7190000000000001,Brazil,South America,Portuguese,0.73,2021,9,3,39,7.673699719135627,😊 Feliz/Positiva,🍂 Outono,📉 Top 101-200
188,"DJ THG, Mc Nego Nojo, Mc Mr. Bim",MTG - ELA VAI JOGA,2021-03-21,724982,2021-09-30,0.917,0.555,0.541,Brazil,South America,Portuguese,0.72,2021,9,3,39,7.050215780729701,💃 Dançante,🍂 Outono,📉 Top 101-200
189,"Israel & Rodolffo, MC Matheuzinho",Só de Sacanagem - Ao Vivo,2021-01-29,723585,2021-09-30,0.826,0.769,0.7090000000000001,Brazil,South America,Portuguese,0.72,2021,9,3,39,6.507891489904339,🔥 Música para Balada,🍂 Outono,📉 Top 101-200
192,"Marília Mendonça, Maiara & Maraisa",Não Sei o Que Lá,2021-09-22,720476,2021-09-30,0.643,0.6990000000000001,0.636,Brazil,South America,Portuguese,0.72,2021,9,3,39,4.880918617428255,🎵 Neutra/Equilibrada,🍂 Outono,📉 Top 101-200
194,"Mc Bruninho da Praia, Mc Kevin, Mc IG, Mc Magal, MC GP",Giro dos Artistas,2021-02-06,712058,2021-09-30,0.737,0.484,0.826,Brazil,South America,Portuguese,0.71,2021,9,3,39,3.7554535936019793,💃 Dançante,🍂 Outono,📉 Top 101-200
195,"Murilo Huff, Zé Vaqueiro",Nunca Vai Ser Nós,2021-09-02,712044,2021-09-30,0.672,0.743,0.63,Brazil,South America,Portuguese,0.71,2021,9,3,39,3.218960223087411,⚡ Energética,🍂 Outono,📉 Top 101-200
199,"L7NNON, Papatinho",HB20,2021-09-14,703216,2021-09-30,0.5760000000000001,0.5820000000000001,0.5,Brazil,South America,Portuguese,0.7,2021,9,3,39,1.0612565021243408,🎵 Neutra/Equilibrada,🍂 Outono,📉 Top 101-200
1,"DJ Ivis, Tarcísio do Acordeon",Esquema Preferido (feat. Tarcísio do Acordeon),2020-11-26,6204563,2021-02-11,0.669,0.812,0.917,Brazil,South America,Portuguese,6.2,2021,2,3,6,394.8162052044019,⚡ Energética,❄️ Inverno,🏆 Top 10
2,"Wesley Safadão, Os Barões Da Pisadinha","Ele É Ele, Eu Sou Eu",2020-11-12,5869777,2021-02-11,0.758,0.763,0.8540000000000001,Brazil,South America,Portuguese,5.87,2021,2,3,6,383.5056571406173,🔥 Música para Balada,❄️ Inverno,🏆 Top 10
3,"Diego & Victor Hugo, Bruno & Marrone",Facas - Ao Vivo,2020-10-15,5213952,2021-02-11,0.4429999999999999,0.509,0.69,Brazil,South America,Portuguese,5.21,2021,2,3,6,361.5798573971867,🎵 Neutra/Equilibrada,❄️ Inverno,🏆 Top 10
4,"Kawe, Mc Lele JP, Original Quality",Mds,2020-05-19,4745393,2021-02-11,0.8859999999999999,0.562,0.65,Brazil,South America,Portuguese,4.75,2021,2,3,6,344.592371397424,💃 Dançante,❄️ Inverno,🏆 Top 10
10,"Teto, Matuê",M4,2021-01-20,3912380,2021-02-11,0.88,0.59,0.723,Brazil,South America,Portuguese,3.91,2021,2,3,6,303.93332288502796,💃 Dançante,❄️ Inverno,🏆 Top 10
11,"Jeff Costa, Mc Danny",Xerecard,2020-10-18,3492191,2021-02-11,0.94,0.7390000000000001,0.962,Brazil,South America,Portuguese,3.49,2021,2,3,6,285.352013333291,🔥 Música para Balada,❄️ Inverno,📊 Top 11-50
12,"Os Barões Da Pisadinha, Xand Avião",Basta Você Me Ligar - Ao Vivo,2020-10-15,3490611,2021-02-11,0.599,0.914,0.831,Brazil,South America,Portuguese,3.49,2021,2,3,6,283.8501606315368,⚡ Energética,❄️ Inverno,📊 Top 11-50
13,"Luísa Sonza, Pabllo Vittar, Anitta",MODO TURBO,2020-12-21,3487482,2021-02-11,0.655,0.726,0.7659999999999999,Brazil,South America,Portuguese,3.49,2021,2,3,6,282.34830792978266,⚡ Energética,❄️ Inverno,📊 Top 11-50
14,"Os Barões Da Pisadinha, Fernando & Sorocaba",Amor da Despedida,2020-11-06,3098459,2021-02-11,0.5329999999999999,0.915,0.967,Brazil,South America,Portuguese,3.1,2021,2,3,6,263.854564083819,⚡ Energética,❄️ Inverno,📊 Top 11-50
17,"Petter Ferraz, Menor Nico",Amor ou o Litrão,2020-10-16,2929416,2021-02-11,0.934,0.7070000000000001,0.961,Brazil,South America,Portuguese,2.93,2021,2,3,6,251.82965436213524,🔥 Música para Balada,❄️ Inverno,📊 Top 11-50
19,"Bruno & Marrone, Wesley Safadão",Último Beijo,2020-11-27,2670619,2021-02-11,0.5820000000000001,0.899,0.612,Brazil,South America,Portuguese,2.67,2021,2,3,6,236.63488249609915,⚡ Energética,❄️ Inverno,📊 Top 11-50
22,"Douglas & Vinicius, MC Bruninho",Figurinha - Ao Vivo,2020-07-10,2389683,2021-02-11,0.591,0.757,0.574,Brazil,South America,Portuguese,2.39,2021,2,3,6,218.52855592923225,⚡ Energética,❄️ Inverno,📊 Top 11-50
23,"MC Hariel, Alok, Djay W, Mc Davi, MC Ryan SP, Salvador Da Rima",Ilusão (Cracolândia),2020-11-13,2299709,2021-02-11,0.628,0.624,0.47,Brazil,South America,Portuguese,2.3,2021,2,3,6,212.51819938809334,🎵 Neutra/Equilibrada,❄️ Inverno,📊 Top 11-50
24,"Eric Land, Xand Avião",Cidade Inteira,2020-01-31,2261108,2021-02-11,0.57,0.907,0.964,Brazil,South America,Portuguese,2.26,2021,2,3,6,209.16571358201506,⚡ Energética,❄️ Inverno,📊 Top 11-50
25,"Marcos & Belutti, Jorge & Mateus",Tudo Indica (feat. Jorge & Mateus) - Ao Vivo,2020-09-10,2216740,2021-02-11,0.536,0.8540000000000001,0.769,Brazil,South America,Portuguese,2.22,2021,2,3,6,205.81111928191177,⚡ Energética,❄️ Inverno,📊 Top 11-50
28,"João Bosco e Gabriel, Humberto & Ronaldo",Alô Ex-Amor - Ao Vivo,2019-11-22,2163951,2021-02-11,0.701,0.867,0.937,Brazil,South America,Portuguese,2.16,2021,2,3,6,199.048960774596,🔥 Música para Balada,❄️ Inverno,📊 Top 11-50
29,"MC Levin, Caverinha",É Só Botada,2020-08-26,2140521,2021-02-11,0.953,0.544,0.853,Brazil,South America,Portuguese,2.14,2021,2,3,6,196.80632158626787,💃 Dançante,❄️ Inverno,📊 Top 11-50
31,"MC Luan da BS, Mc Vitin do LJ, MC Marley",Privilégio,2020-09-22,2111347,2021-02-11,0.5670000000000001,0.645,0.888,Brazil,South America,Portuguese,2.11,2021,2,3,6,192.88586345249428,😊 Feliz/Positiva,❄️ Inverno,📊 Top 11-50
36,"Dilsinho, Henrique & Juliano",Sogra - Ao Vivo,2020-08-06,2031822,2021-02-11,0.52,0.74,0.778,Brazil,South America,Portuguese,2.03,2021,2,3,6,182.9128322210108,⚡ Energética,❄️ Inverno,📊 Top 11-50
38,"MC Teteu, MC Ks, Dj Serpinha",Faz a Pose,2020-09-06,2021780,2021-02-11,0.909,0.3,0.6940000000000001,Brazil,South America,Portuguese,2.02,2021,2,3,6,180.15686351604487,💃 Dançante,❄️ Inverno,📊 Top 11-50
45,"Grupo Menos É Mais, Di Propósito, Vou Zuar",Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,2020-04-23,1861713,2021-02-11,0.4370000000000001,0.7979999999999999,0.706,Brazil,South America,Portuguese,1.86,2021,2,3,6,163.92817347375475,⚡ Energética,❄️ Inverno,📊 Top 11-50
46,"Tarcísio do Acordeon, Vitor Fernandes",Nêga,2020-06-02,1846336,2021-02-11,0.635,0.705,0.828,Brazil,South America,Portuguese,1.85,2021,2,3,6,162.33444411348668,⚡ Energética,❄️ Inverno,📊 Top 11-50
47,"Marília Mendonça, Maiara & Maraisa",Quero Você do Jeito Que Quiser,2020-09-04,1819877,2021-02-11,0.698,0.604,0.353,Brazil,South America,Portuguese,1.82,2021,2,3,6,159.65748028230342,🎵 Neutra/Equilibrada,❄️ Inverno,📊 Top 11-50
49,"Jonas Esticado, Gusttavo Lima",Ele Não Tem,2020-10-16,1719209,2021-02-11,0.6559999999999999,0.85,0.918,Brazil,South America,Portuguese,1.72,2021,2,3,6,152.0960458068017,⚡ Energética,❄️ Inverno,📊 Top 11-50
52,"Murilo Huff, Henrique & Juliano",Desejando Eu (Ao Vivo),2020-03-05,1618887,2021-02-11,0.6829999999999999,0.883,0.6779999999999999,Brazil,South America,Portuguese,1.62,2021,2,3,6,143.51297334817784,⚡ Energética,❄️ Inverno,📈 Top 51-100
54,"DENNIS, Xamã, LUDMILLA",Deixa de Onda (Porra Nenhuma),2021-01-21,1533077,2021-02-11,0.815,0.69,0.654,Brazil,South America,Portuguese,1.53,2021,2,3,6,136.44823750269603,💃 Dançante,❄️ Inverno,📈 Top 51-100
56,"Tierry, Marília Mendonça",Hackearam-Me,2020-11-12,1412937,2021-02-11,0.479,0.6829999999999999,0.557,Brazil,South America,Portuguese,1.41,2021,2,3,6,127.54587838787172,🎵 Neutra/Equilibrada,❄️ Inverno,📈 Top 51-100
58,"MC 2jhow, MC Fahah, Mc Rennan, Dj Nbeat",Mtg - Vem Sentando Vem (feat. Dj Nbeat) - Remix,2020-11-09,1379827,2021-02-11,0.919,0.336,0.741,Brazil,South America,Portuguese,1.38,2021,2,3,6,123.9953697387238,💃 Dançante,❄️ Inverno,📈 Top 51-100
59,"Mc Talibã, MC 3L",Um Sabadão Desse Uma Lua Dessa,2020-06-23,1356750,2021-02-11,0.921,0.83,0.596,Brazil,South America,Portuguese,1.36,2021,2,3,6,121.92994990332765,🔥 Música para Balada,❄️ Inverno,📈 Top 51-100
61,"PEDRO SAMPAIO, Daniel Caon, Wesley Safadão",FALA MAL DE MIM,2021-01-28,1319726,2021-02-11,0.695,0.805,0.6729999999999999,Brazil,South America,Portuguese,1.32,2021,2,3,6,117.81940599495061,⚡ Energética,❄️ Inverno,📈 Top 51-100
62,"Dj Guuga, Mc Pierre",Cabaré,2020-02-29,1295924,2021-02-11,0.7959999999999999,0.807,0.517,Brazil,South America,Portuguese,1.3,2021,2,3,6,115.77436808797945,🔥 Música para Balada,❄️ Inverno,📈 Top 51-100
66,"Anitta, Myke Towers, Cardi B",Me Gusta (with Cardi B & Myke Towers),2020-09-18,1239507,2021-02-11,0.91,0.604,0.807,Brazil,South America,Portuguese,1.24,2021,2,3,6,108.87424189203806,💃 Dançante,❄️ Inverno,📈 Top 51-100
73,"Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak, Hunter",Poesia Acústica #9: Melhor Forma,2020-07-10,1144419,2021-02-11,0.733,0.688,0.654,Brazil,South America,Portuguese,1.14,2021,2,3,6,97.38314611632129,💃 Dançante,❄️ Inverno,📈 Top 51-100
78,"Zé Felipe, Gusttavo Lima",Esquece de Me Esquecer,2021-01-29,1095172,2021-02-11,0.785,0.8690000000000001,0.8859999999999999,Brazil,South America,Portuguese,1.1,2021,2,3,6,91.25829340171342,🔥 Música para Balada,❄️ Inverno,📈 Top 51-100
79,"O Boy da Seresta, Menor Nico",Nega Chegando,2020-11-01,1095002,2021-02-11,0.8109999999999999,0.633,0.818,Brazil,South America,Portuguese,1.1,2021,2,3,6,90.51635605698404,💃 Dançante,❄️ Inverno,📈 Top 51-100
81,"Luíza & Maurílio, Zé Neto & Cristiano",S de Saudade,2019-10-25,1061211,2021-02-11,0.7140000000000001,0.7120000000000001,0.789,Brazil,South America,Portuguese,1.06,2021,2,3,6,86.72471793617878,🔥 Música para Balada,❄️ Inverno,📈 Top 51-100
85,"Pineapple StormTv, MC Cabelinho, Orochi, JayA Luuck, Pk, Black, Delacruz, BK, LUDMILLA, Salve Malak, Hunter",Poesia Acústica 10: Recomeçar,2020-11-27,1046116,2021-02-11,0.7390000000000001,0.636,0.442,Brazil,South America,Portuguese,1.05,2021,2,3,6,83.26941600543675,💃 Dançante,❄️ Inverno,📈 Top 51-100
86,"Alok, Ilkay Sencan, Tove Lo",Don't Say Goodbye (feat. Tove Lo),2020-09-25,1039390,2021-02-11,0.698,0.7190000000000001,0.364,Brazil,South America,Portuguese,1.04,2021,2,3,6,81.98922790345438,⚡ Energética,❄️ Inverno,📈 Top 51-100
87,"ZAAC, Anitta, Tyga",Desce Pro Play (PA PA PA),2020-06-26,1018240,2021-02-11,0.935,0.71,0.635,Brazil,South America,Portuguese,1.02,2021,2,3,6,80.15311630109493,🔥 Música para Balada,❄️ Inverno,📈 Top 51-100
89,"BIN, Mainstreet, Mãolee",Marília Mendonça,2020-09-30,1017637,2021-02-11,0.632,0.63,0.516,Brazil,South America,Portuguese,1.02,2021,2,3,6,78.7469212782687,🎵 Neutra/Equilibrada,❄️ Inverno,📈 Top 51-100
90,"Abbot, somynem.grin",Hylander,2020-09-18,1017423,2021-02-11,0.903,0.642,0.6509999999999999,Brazil,South America,Portuguese,1.02,2021,2,3,6,78.04382376685558,💃 Dançante,❄️ Inverno,📈 Top 51-100
93,"DJ 2L da Rocinha, MC Meno K",Camisa do Flamengo,2020-12-29,1010307,2021-02-11,0.688,0.5589999999999999,0.624,Brazil,South America,Portuguese,1.01,2021,2,3,6,75.39854998366631,🎵 Neutra/Equilibrada,❄️ Inverno,📈 Top 51-100
94,"PEDRO SAMPAIO, Luan Otten",LARISSA,2020-12-11,997086,2021-02-11,0.843,0.64,0.784,Brazil,South America,Portuguese,1.0,2021,2,3,6,74.16674831991415,💃 Dançante,❄️ Inverno,📈 Top 51-100
98,"Avine Vinny, Jorge",Seu Beijo Joga Sujo,2020-10-22,967067,2021-02-11,0.377,0.608,0.703,Brazil,South America,Portuguese,0.97,2021,2,3,6,69.8374549032394,😊 Feliz/Positiva,❄️ Inverno,📈 Top 51-100
99,"BIN, Mainstreet, Ajaxx",Saturno,2020-12-10,960830,2021-02-11,0.6940000000000001,0.551,0.908,Brazil,South America,Portuguese,0.96,2021,2,3,6,68.64033627072743,😊 Feliz/Positiva,❄️ Inverno,📈 Top 51-100
100,"Dilsinho, Luísa Sonza, Malibu",Não Vai Embora,2020-05-08,953802,2021-02-11,0.605,0.723,0.57,Brazil,South America,Portuguese,0.95,2021,2,3,6,67.4507666301412,⚡ Energética,❄️ Inverno,📈 Top 51-100
102,"Wesley Safadão, Zé Neto & Cristiano",Despedida - Ao Vivo,2020-02-07,946965,2021-02-11,0.428,0.8059999999999999,0.637,Brazil,South America,Portuguese,0.95,2021,2,3,6,66.11510788498988,⚡ Energética,❄️ Inverno,📉 Top 101-200
103,"Xand Avião, Os Barões Da Pisadinha",Ela Aperta a Minha Mente,2020-11-06,946921,2021-02-11,0.667,0.872,0.94,Brazil,South America,Portuguese,0.95,2021,2,3,6,65.44727851241423,⚡ Energética,❄️ Inverno,📉 Top 101-200
104,"João Bosco & Vinicius, Matheus",Segunda Taça - Ao Vivo,2020-11-04,943812,2021-02-11,0.61,0.867,0.7170000000000001,Brazil,South America,Portuguese,0.94,2021,2,3,6,64.28073338829796,⚡ Energética,❄️ Inverno,📉 Top 101-200
105,"Eric Land, Wesley Safadão",Beijo das Galáxias,2020-10-22,941597,2021-02-11,0.436,0.87,0.529,Brazil,South America,Portuguese,0.94,2021,2,3,6,63.618045415222724,⚡ Energética,❄️ Inverno,📉 Top 101-200
107,"Israel & Rodolffo, MC Matheuzinho",Só de Sacanagem - Ao Vivo,2021-01-29,919523,2021-02-11,0.826,0.769,0.7090000000000001,Brazil,South America,Portuguese,0.92,2021,2,3,6,61.31856748773088,🔥 Música para Balada,❄️ Inverno,📉 Top 101-200
108,"Maverick Sabre, Jorja Smith, Vintage Culture, Slow Motion",Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix,2020-04-03,908316,2021-02-11,0.8809999999999999,0.6609999999999999,0.965,Brazil,South America,Portuguese,0.91,2021,2,3,6,60.18060151144408,💃 Dançante,❄️ Inverno,📉 Top 101-200
110,"Renno, Tarcísio do Acordeon",A Pior Parte,2020-11-07,896967,2021-02-11,0.606,0.855,0.764,Brazil,South America,Portuguese,0.9,2021,2,3,6,58.40870364168793,⚡ Energética,❄️ Inverno,📉 Top 101-200
113,"Os Barões Da Pisadinha, Xand Avião",Renatinha (Ao Vivo),2020-12-18,882498,2021-02-11,0.754,0.89,0.88,Brazil,South America,Portuguese,0.88,2021,2,3,6,55.55191636208349,🔥 Música para Balada,❄️ Inverno,📉 Top 101-200
